"date","banking_indicator","common_signal","seasonal_component","trend_slope"
"mar-05",0.568173199193904,0.551883302182739,-0.0162898970111645,0.0363454550933005
"abr-05",0.603320229411515,0.551674972577789,-0.0516452568337252,0.034404922300052
"may-05",0.624215949168119,0.537827432893944,-0.0863885162741758,0.0328229886966094
"jun-05",0.647484271159181,0.658744564560332,0.0112602934011504,0.0314946818878244
"jul-05",0.666967521478091,0.646103645588257,-0.0208638758898343,0.0304852162256702
"ago-05",0.702530938023861,0.696491305443868,-0.00603963257999285,0.0293409507102602
"sep-05",0.749853481153942,0.761997931326809,0.0121444501728661,0.0277193672737939
"oct-05",0.776289341105104,0.7547999601472,-0.021489380957904,0.0261318542929688
"nov-05",0.848991729516004,0.802422721363954,-0.0465690081520497,0.0233081354184348
"dic-05",0.960293833961737,1.1388865804434,0.178592746481662,0.018148633517515
"ene-06",0.977289761231698,1.02397944498246,0.046689683750761,0.0130197299827924
"feb-06",0.971911374782177,0.97853162376049,0.00662024897831348,0.00837920091912857
"mar-06",0.933625808547401,0.915908502380489,-0.0177173061669121,0.00497737914703519
"abr-06",0.854277245459474,0.799009583769199,-0.0552676616902757,0.00381397333382774
"may-06",0.75144369183458,0.659737803167332,-0.0917058886672483,0.0054815056636529
"jun-06",0.835907582212146,0.848299870909671,0.0123922886975255,0.00505246574383899
"jul-06",0.87567513968199,0.854597625969449,-0.0210775137125406,0.00370192037417004
"ago-06",0.946052329298185,0.942328475247017,-0.00372385405116871,0.000581492773970993
"sep-06",0.954470514605828,0.965269341746304,0.010798827140476,-0.00274695832608263
"oct-06",0.956368350832194,0.9366218695858,-0.0197464812463938,-0.00619870460643767
"nov-06",0.950365827758783,0.904950678031171,-0.0454151497276125,-0.00965565848794993
"dic-06",0.91783187764523,1.10010067118511,0.182268793539879,-0.012505312507409
"ene-07",0.893055406579399,0.940833544951062,0.0477781383716631,-0.0150292309771288
"feb-07",0.870583866912013,0.874044726915358,0.00346086000334511,-0.0173555947904558
"mar-07",0.861787198026352,0.841730398477186,-0.0200567995491667,-0.019909153649915
"abr-07",0.830635538934012,0.768403738509869,-0.0622318004241431,-0.0221642823592542
"may-07",0.821695794719199,0.739236056628553,-0.0824597380906456,-0.0247704538965399
"jun-07",0.76195462790163,0.770654741549954,0.00870011364832401,-0.0264483345683891
"jul-07",0.721947649517706,0.704422766015115,-0.0175248835025914,-0.0277663036413499
"ago-07",0.672243590650009,0.665492697308596,-0.00675089334141254,-0.0285019392105361
"sep-07",0.615718124874748,0.62612770047518,0.0104095756004313,-0.0284936956433118
"oct-07",0.569820487167166,0.550788179812226,-0.0190323073549398,-0.0280234677728983
"nov-07",0.514314482876356,0.469092800134887,-0.0452216827414694,-0.0268237212430792
"dic-07",0.468695640660775,0.655110440076849,0.186414799416074,-0.0251250618328466
"ene-08",0.43683782379343,0.4861874086515,0.0493495848580696,-0.023247682731887
"feb-08",0.401455454389446,0.402994701117042,0.00153924672759559,-0.0210481907012287
"mar-08",0.360844820525273,0.336895240408557,-0.0239495801167161,-0.0183294173698205
"abr-08",0.364617616110933,0.297629194866521,-0.0669884212444122,-0.0161973430410561
"may-08",0.358927525829172,0.282008498992862,-0.0769190268363107,-0.0143441817209944
"jun-08",0.352052008584928,0.359128690921084,0.00707668233615644,-0.0126892746666218
"jul-08",0.358744631360455,0.343792233477345,-0.0149523978831098,-0.0115488563614778
"ago-08",0.330161116503063,0.320339552163592,-0.00982156433947062,-0.00995625631462039
"sep-08",0.308096871554964,0.318532668862836,0.0104357973078714,-0.00804225203237757
"oct-08",0.292483662723025,0.273645188692595,-0.0188384740304299,-0.0059272781543613
"nov-08",0.263122786406297,0.218495940388315,-0.0446268460179817,-0.00319026390880777
"dic-08",0.247959209998321,0.439380475352708,0.191421265354386,-0.000135420380016746
"ene-09",0.248491609564688,0.29895868357348,0.0504670740087926,0.00290169599641729
"feb-09",0.26349352795649,0.262470188889814,-0.00102333906667584,0.0056176142907661
"mar-09",0.285821952271179,0.2608737356367,-0.0249482166344788,0.00788994733896098
"abr-09",0.296339207078065,0.223600028613465,-0.0727391784645998,0.0100925390144628
"may-09",0.295211964165143,0.223651680725835,-0.0715602834393077,0.0125929576487372
"jun-09",0.297376199277037,0.303551969428235,0.00617577015119836,0.0153702047220254
"jul-09",0.327559012233648,0.312651108549447,-0.0149079036842008,0.0177542539514918
"ago-09",0.337362573621452,0.324796572040262,-0.0125660015811904,0.0203493527897389
"sep-09",0.372337332212745,0.383046467704784,0.0107091354920389,0.0225562230368348
"oct-09",0.411010035999211,0.391296092249471,-0.0197139437497403,0.0243352843943421
"nov-09",0.446017877619852,0.402628590827578,-0.0433892867922743,0.0258310447677832
"dic-09",0.474066600708266,0.671463286766316,0.19739668605805,0.0272679372956597
"ene-10",0.490557088306875,0.542708058395585,0.0521509700887099,0.0289909151581152
"feb-10",0.501605858640011,0.498552073061117,-0.00305378557889402,0.0311901638127898
"mar-10",0.52057038160366,0.493383623982529,-0.0271867576211307,0.0337139397583434
"abr-10",0.55369006394281,0.47452879881394,-0.07916126512887,0.0362534901530824
"may-10",0.60512998054166,0.538660207302638,-0.0664697732390224,0.0383899197713002
"jun-10",0.656428034564098,0.663742981892107,0.00731494732800897,0.0401837054422178
"jul-10",0.700616212453502,0.683808996878068,-0.0168072155754334,0.0418711931602738
"ago-10",0.780418414153536,0.766932136880043,-0.0134862772734933,0.04255180953362
"sep-10",0.882161303357325,0.892900378894613,0.0107390755372875,0.0416612100527963
"oct-10",0.950246886810768,0.929497820975153,-0.0207490658356154,0.0400691806495085
"nov-10",1.03412615191932,0.991068438164207,-0.0430577137551154,0.037314220959121
"dic-10",1.11002906841349,1.3126834892524,0.202654420838917,0.0335349317489096
"ene-11",1.13304567832204,1.18608851617169,0.0530428378496517,0.0300348493740342
"feb-11",1.15200670814497,1.14741964572056,-0.00458706242440643,0.0268287194146557
"mar-11",1.18927488021427,1.16038021450661,-0.0288946657076579,0.023345476187345
"abr-11",1.21809555732362,1.13364161701889,-0.0844539403047311,0.0197168948019647
"may-11",1.26009781022653,1.1983194601339,-0.0617783500926306,0.0154967528611901
"jun-11",1.2663204174035,1.27419484615778,0.00787442875428268,0.0115227913383795
"jul-11",1.23284043089818,1.21629736194003,-0.0165430689581554,0.00874341991974853
"ago-11",1.22652357378789,1.21371153848188,-0.0128120353060068,0.00636382066560014
"sep-11",1.2056595412384,1.21404992595104,0.00839038471263498,0.00470697955144416
"oct-11",1.19209652219926,1.17170827242285,-0.020388249776415,0.0035351120448173
"nov-11",1.23386243195369,1.1907593810916,-0.0431030508620882,0.00134841534748102
"dic-11",1.28314020899064,1.48782734530653,0.204687136315894,-0.00211055706076272
"ene-12",1.26313304093257,1.317073205675,0.0539401647424242,-0.00509446736350737
"feb-12",1.22750273146894,1.22304196129628,-0.00446077017266022,-0.00726780959593644
"mar-12",1.2061961107105,1.1753540657916,-0.0308420449188986,-0.00906849427937085
"abr-12",1.16256086479278,1.0741572062406,-0.0884036585521843,-0.00995161117211849
"may-12",1.1528913610566,1.09378667446497,-0.0591046865916269,-0.0108422165526314
"jun-12",1.13310802847281,1.13920370400073,0.00609567552791845,-0.01149548172343
"jul-12",1.10664347414916,1.09260087984678,-0.0140425943023827,-0.0117513957338385
"ago-12",1.11034263948377,1.09740344526946,-0.0129391942143029,-0.0124174419236537
"sep-12",1.09594145498129,1.10267763737825,0.0067361823969645,-0.0130308300472906
"oct-12",1.08389509735265,1.06776962192839,-0.0161254754242521,-0.0136703508024117
"nov-12",1.04335633355925,1.0009573697193,-0.0423989638399485,-0.0135966546893314
"dic-12",1.00144098443378,1.20360554009952,0.202164555665743,-0.0127712442653212
"ene-13",0.971689768311581,1.02576127210323,0.0540715037916462,-0.0114951037459392
"feb-13",0.952471735284229,0.949294655582983,-0.00317707970124526,-0.0100139595504087
"mar-13",0.919103386228839,0.884969307993683,-0.0341340782351566,-0.00791287756595517
"abr-13",0.932212094901515,0.84218694794295,-0.0900251469585651,-0.00636980955526239
"may-13",0.966378279832122,0.909411801021737,-0.0569664788103842,-0.00590276174145821
"jun-13",0.987293015122372,0.990954197283163,0.00366118216079125,-0.00614757924148464
"jul-13",1.00797928857482,0.998728971099138,-0.00925031747568383,-0.00710469621325765
"ago-13",0.992358698109434,0.977783824209592,-0.0145748738998419,-0.0078357604058629
"sep-13",0.9798166688867,0.985366859908954,0.00555019102225307,-0.00844189759561135
"oct-13",0.978686404419372,0.964580102230516,-0.0141063021888556,-0.00924212068402979
"nov-13",0.960756973249293,0.919184294765444,-0.0415726784838484,-0.0098117407822369
"dic-13",0.952366415540215,1.15243024407121,0.200063828530994,-0.0104190859124703
"ene-14",0.945827085949437,1.00084421037237,0.0550171244229334,-0.0111294184299405
"feb-14",0.931206824976831,0.927832459239147,-0.00337436573768402,-0.0117470872018259
"mar-14",0.911358317125781,0.877171011344612,-0.034187305781169,-0.0121497053168169
"abr-14",0.898163648678189,0.807571856883123,-0.0905917917950662,-0.0125245850859753
"may-14",0.885553914402635,0.82989299140965,-0.0556609229929844,-0.0128972045862319
"jun-14",0.860127849810181,0.861252430864932,0.00112458105475122,-0.0129372479012568
"jul-14",0.864796819099202,0.857940672737362,-0.00685614636183984,-0.0134446448738848
"ago-14",0.840753712213628,0.824821947991262,-0.0159317642223655,-0.0136707077057034
"sep-14",0.830213233630605,0.835381656082116,0.00516842245151117,-0.0139798618690562
"oct-14",0.830625819772226,0.817502585762313,-0.0131232340099129,-0.0146710608036938
"nov-14",0.810832866284349,0.770704933221825,-0.0401279330625232,-0.0152263000796533
"dic-14",0.774689508798418,0.972998057836389,0.198308549037971,-0.0152263000796533
