"date","banking_indicator","common_signal","seasonal_component","trend_slope"
"may-99",-1.48577820378697,-1.55269589940647,-0.0669176956194997,0.0101280057047981
"jun-99",-1.48545001160208,-1.4786858811247,0.00676413047737734,0.0104008870283234
"jul-99",-1.48918078315272,-1.50248836589756,-0.0133075827448448,0.0110009683565419
"ago-99",-1.50633320277608,-1.51850416683523,-0.0121709640591512,0.0122529044283262
"sep-99",-1.5116232943599,-1.50268248600215,0.00894080835775402,0.0139110255452297
"oct-99",-1.50715373341144,-1.52871395462801,-0.0215602212165689,0.0157877513816791
"nov-99",-1.51225258656587,-1.55262080428745,-0.0403682177215725,0.0181480791296842
"dic-99",-1.54371405751486,-1.38042969145547,0.163284366059388,0.0216570508905529
"ene-00",-1.50128100889709,-1.45449683880434,0.046784170092756,0.0246849816953398
"feb-00",-1.39478641229185,-1.39059729680801,0.00418911548383449,0.0258187182530122
"mar-00",-1.29825798973789,-1.3151276154627,-0.0168696257248109,0.0253152644235947
"abr-00",-1.23397412292378,-1.29274240630552,-0.0587682833817467,0.0239095437573572
"may-00",-1.2058583517854,-1.27277604741984,-0.0669176956344386,0.0224064334173514
"jun-00",-1.17340046259181,-1.16663633209557,0.00676413049624269,0.0206705948127348
"jul-00",-1.17893117099192,-1.19223875374812,-0.0133075827562015,0.0195414129912764
"ago-00",-1.19238245955935,-1.20455342361506,-0.0121709640557062,0.0191761338670512
"sep-00",-1.20703944951176,-1.19809864114805,0.00894080836371125,0.0195942163143394
"oct-00",-1.23941889876334,-1.26097911997715,-0.0215602212138064,0.0212156807653791
"nov-00",-1.22461724333706,-1.26498546110486,-0.0403682177677993,0.0229856535538746
"dic-00",-1.20240389028909,-1.03911952417037,0.163284366118715,0.024773507946836
"ene-01",-1.15267263705591,-1.10588846697093,0.0467841700849869,0.0259834985080901
"feb-01",-1.11474645417441,-1.11055733870433,0.00418911547008971,0.0269169718890577
"mar-01",-1.06992432494113,-1.08679395065835,-0.0168696257172216,0.0274358748546472
"abr-01",-1.03373216920107,-1.09250045259362,-0.0587682833925558,0.0277520376301315
"may-01",-1.00366468098507,-1.0705823766204,-0.0669176956353259,0.0280145891866404
"jun-01",-0.987877298485225,-0.981113167982275,0.00676413050295011,0.0285602456641285
"jul-01",-0.955823969464672,-0.969131552228235,-0.0133075827635636,0.0290250243816404
"ago-01",-0.929229563174642,-0.941400527222953,-0.0121709640483108,0.0295460808705503
"sep-01",-0.883975180844559,-0.875034372488653,0.0089408083559066,0.0297034322584235
"oct-01",-0.821968768184613,-0.843528989378052,-0.0215602211934391,0.0291128505371064
"nov-01",-0.789280001285087,-0.829648219109308,-0.0403682178242212,0.0284394731662887
"dic-01",-0.770756656313822,-0.607472290125784,0.163284366188038,0.0279956907275747
"ene-02",-0.736111650779849,-0.689327480712439,0.0467841700674104,0.0273979521326386
"feb-02",-0.694551629918379,-0.690362514456242,0.00418911546213652,0.0264723094259067
"mar-02",-0.655376029226771,-0.672245654939431,-0.0168696257126599,0.0252525386846961
"abr-02",-0.616485452035706,-0.675253735437234,-0.0587682834015281,0.0237169970636305
"may-02",-0.596167081242371,-0.663084776885102,-0.0669176956427313,0.0222601461726995
"jun-02",-0.601790207854464,-0.595026077335987,0.00676413051847635,0.0214488958625541
"jul-02",-0.586818157035091,-0.600125739813782,-0.0133075827786914,0.0207876083976532
"ago-02",-0.576276199326171,-0.588447163362736,-0.0121709640365648,0.0203635455256552
"sep-02",-0.575127174380899,-0.566186366025359,0.00894080835553968,0.020384369656053
"oct-02",-0.562107878289997,-0.583668099473357,-0.0215602211833605,0.0205757223972022
"nov-02",-0.554514389810596,-0.594882607693758,-0.0403682178831616,0.0210676617237897
"dic-02",-0.565947987472784,-0.402663621208778,0.163284366264006,0.0223121250491846
"ene-03",-0.525108051098176,-0.478323881048356,0.0467841700498203,0.0231276012235839
"feb-03",-0.492425509893213,-0.488236394440961,0.00418911545225253,0.0237218453048585
"mar-03",-0.462806472768748,-0.479676098473386,-0.0168696257046383,0.0241795476504076
"abr-03",-0.431430573393865,-0.490198856806153,-0.0587682834122882,0.0244706279179561
"may-03",-0.414122150929806,-0.481039846589005,-0.066917695659199,0.0249275396514316
"jun-03",-0.399472519973733,-0.392708389427656,0.00676413054607677,0.0256224228696104
"jul-03",-0.377472118073031,-0.390779700870244,-0.0133075827972129,0.0264011692289345
"ago-03",-0.369473611273877,-0.381644575303116,-0.0121709640292394,0.0276060050808502
"sep-03",-0.356915617902814,-0.347974809541137,0.00894080836167732,0.0291592578913665
"oct-03",-0.337412774294302,-0.35897299546819,-0.0215602211738875,0.0309360922992596
"nov-03",-0.327028794531651,-0.367397012488101,-0.0403682179564501,0.0331887838955256
"dic-03",-0.339376947603191,-0.176092581241037,0.163284366362154,0.0364958234939088
"ene-04",-0.296201558034965,-0.249417388013832,0.0467841700211327,0.0396482065076701
"feb-04",-0.237509323377876,-0.233320207935446,0.00418911544242931,0.0423596500474803
"mar-04",-0.182658868641074,-0.199528494334188,-0.016869625693114,0.0447818854005707
"abr-04",-0.135529139031674,-0.194297422459293,-0.0587682834276189,0.0471497595028669
"may-04",-0.0820114653291502,-0.148929161004567,-0.0669176956754168,0.0493701929106141
"jun-04",-0.00363137150972957,0.00313275906925003,0.0067641305789796,0.0509189401422151
"jul-04",0.0692658995915825,0.0559583167691248,-0.0133075828224577,0.051958807969974
"ago-04",0.174508698622585,0.162337734603406,-0.0121709640191789,0.0517649549271207
"sep-04",0.280232379368178,0.289173187739107,0.00894080837092837,0.0503217584160266
"oct-04",0.349370081365756,0.327809860200968,-0.0215602211647881,0.0484429034297586
"nov-04",0.409616189144839,0.36924797109959,-0.0403682180452487,0.0462907607400756
"dic-04",0.49842486033877,0.66170922681896,0.16328436648019,0.0431541716443103
"ene-05",0.534528669381404,0.581312839370293,0.0467841699888885,0.0401808244400374
"feb-05",0.546951317573325,0.551140433003327,0.00418911543000189,0.0378501813704495
"mar-05",0.567429008280038,0.550559382595432,-0.0168696256846061,0.0359217755184496
"abr-05",0.601772776353246,0.543004492909539,-0.0587682834437072,0.0340299063574971
"may-05",0.617553709988206,0.550636014304777,-0.0669176956834291,0.0325605682057036
"jun-05",0.644932873410277,0.651697004010604,0.00676413060032732,0.0312111986803842
"jul-05",0.664619146493793,0.651311563657808,-0.0133075828359849,0.0301286736792453
"ago-05",0.703513075526551,0.691342111518314,-0.0121709640082371,0.0288432006959725
"sep-05",0.750635431824146,0.75957624019346,0.00894080836931466,0.0271344978585946
"oct-05",0.776973759713121,0.755413538555802,-0.0215602211573191,0.0254442292917831
"nov-05",0.848305827733662,0.807937609619665,-0.0403682181139974,0.0226914880531683
"dic-05",0.960738297585569,1.12402266416525,0.163284366579682,0.0178609121781138
"ene-06",0.975701258690948,1.02248542864721,0.0467841699562647,0.013097434556198
"feb-06",0.969826835787765,0.974015951209704,0.00418911542193823,0.00877322539063911
"mar-06",0.930519293879273,0.91364966820961,-0.0168696256696634,0.00556226327941691
"abr-06",0.85151370611272,0.792745422642356,-0.058768283470364,0.0043093587524839
"may-06",0.746515453178657,0.679597757495566,-0.0669176956830909,0.00558732849320891
"jun-06",0.832894839648258,0.83965897026211,0.00676413061385195,0.00499466418193446
"jul-06",0.872363003940887,0.859055421097731,-0.0133075828431559,0.00360381122670305
"ago-06",0.945000455137309,0.93282949114304,-0.012170963994269,0.000614574953911395
"sep-06",0.953648121658661,0.962588930010332,0.0089408083516711,-0.00256065700961108
"oct-06",0.955584707282886,0.934024486144689,-0.0215602211381967,-0.00584001672308412
"nov-06",0.949482353279091,0.909114135119054,-0.040368218160037,-0.00911330236117527
"dic-06",0.922182868112247,1.08546723475522,0.163284366642976,-0.0119655108082124
"ene-07",0.893928728906764,0.940712898845628,0.046784169938864,-0.0144405774457266
"feb-07",0.869034685176707,0.87322380058962,0.00418911541291356,-0.0166736077930078
"mar-07",0.857615701651868,0.840746075993898,-0.01686962565797,-0.0190283020678172
"abr-07",0.825209577923019,0.766441294391493,-0.0587682835315261,-0.0210732504422559
"may-07",0.813225054847288,0.746307359241205,-0.0669176956060838,-0.0233286363686893
"jun-07",0.758531283082905,0.765295413656373,0.00676413057346781,-0.0248578037559947
"jul-07",0.719637062946295,0.706329480125946,-0.0133075828203498,-0.0260619763466916
"ago-07",0.673249900518024,0.661078936511724,-0.0121709640062999,-0.0267955459332103
"sep-07",0.617357067414185,0.626297875758184,0.00894080834399869,-0.0268554060293966
"oct-07",0.571863617968716,0.550303396851671,-0.0215602211170457,-0.0264837266952228
"nov-07",0.517068700345548,0.476700482133867,-0.040368218211681,-0.0254565388973589
"dic-07",0.47685239619305,0.640136762902018,0.163284366708968,-0.0240876081091895
"ene-08",0.44020581371436,0.486989983634815,0.046784169920455,-0.0224278907548376
"feb-08",0.400868800821151,0.405057916232551,0.00418911541140077,-0.020376664872869
"mar-08",0.35780809964524,0.340938473986146,-0.0168696256590939,-0.0178002199061526
"abr-08",0.359294863324713,0.300526579749697,-0.0587682835750152,-0.0156703397276009
"may-08",0.353506486957011,0.286588791407426,-0.0669176955495843,-0.0137692634392415
"jun-08",0.34959837123337,0.356362501780284,0.00676413054691338,-0.0120965090821539
"jul-08",0.356860573682522,0.343552990881388,-0.0133075828011346,-0.0108719802796609
"ago-08",0.330725544477946,0.318554580455926,-0.0121709640220202,-0.00929405561411622
"sep-08",0.309511434491872,0.318452242834886,0.00894080834301419,-0.00744013773626368
"oct-08",0.294690615932075,0.273130394828814,-0.0215602211032609,-0.00541532988207862
"nov-08",0.266784690760105,0.226416472502654,-0.0403682182574505,-0.00286978181588779
"dic-08",0.257913209398669,0.421197576172814,0.163284366774145,-0.000185272274757793
"ene-09",0.252581464041038,0.299365633942213,0.046784169901175,0.00261839709516793
"feb-09",0.26150794030069,0.265697055702224,0.00418911540153383,0.00527601117224246
"mar-09",0.279693199330749,0.262823573687372,-0.0168696256433769,0.00763472856029358
"abr-09",0.28830942552238,0.229541141893552,-0.0587682836288277,0.00997072065903875
"may-09",0.290161055383511,0.223243359890404,-0.0669176954931075,0.0124946996478106
"jun-09",0.295021193189354,0.301785323718827,0.00676413052947217,0.0151954468946439
"jul-09",0.325679137446956,0.31237155465109,-0.0133075827958655,0.0175381803116456
"ago-09",0.337277594797059,0.325106630765565,-0.0121709640314934,0.0200184402171365
"sep-09",0.373345616869705,0.382286425215277,0.00894080834557143,0.0221270931219982
"oct-09",0.412819726821201,0.391259505723018,-0.0215602210981833,0.0238340986224659
"nov-09",0.449286708920802,0.408918490625607,-0.0403682182951952,0.0252486062883793
"dic-09",0.484315451346767,0.647599818181632,0.163284366834865,0.0264366677397713
"ene-10",0.493893200614088,0.540677370498608,0.0467841698845205,0.0280150753187946
"feb-10",0.498268645017139,0.502457760411129,0.00418911539399042,0.0301408275214764
"mar-10",0.513377710184566,0.496508084553277,-0.0168696256312883,0.0326146204502562
"abr-10",0.544416852139385,0.485648568455596,-0.0587682836837883,0.0351248915155703
"may-10",0.600654829090089,0.533737133651245,-0.066917695438844,0.0371463168013986
"jun-10",0.653919550727632,0.660683681251065,0.00676413052343328,0.0387945415808205
"jul-10",0.699164271958467,0.685856689152938,-0.0133075828055289,0.0402934209171748
"ago-10",0.779797037314035,0.767626073283957,-0.0121709640300789,0.0408582956838739
"sep-10",0.882088626909202,0.891029435254836,0.0089408083456346,0.0400007631695191
"oct-10",0.951901596849616,0.930341375755173,-0.0215602210944432,0.0384529681399158
"nov-10",1.03739570256029,0.997027484231707,-0.0403682183285824,0.0358159973176825
"dic-10",1.12048102223451,1.28376538912268,0.163284366888169,0.0320845673836276
"ene-11",1.13586727629789,1.18265144616651,0.0467841698686253,0.0287397649757207
"feb-11",1.14690844376234,1.15109755915058,0.00418911538823763,0.0258047503613972
"mar-11",1.17920490918632,1.16233528356637,-0.0168696256199445,0.022719428606049
"abr-11",1.20578323733435,1.14701495360188,-0.058768283732477,0.0195447590971308
"may-11",1.25452407357998,1.18760637819149,-0.06691769538849,0.0156940927456178
"jun-11",1.26259185540835,1.26935598591755,0.00676413050920011,0.0120200036128346
"jul-11",1.23070035874135,1.21739277593573,-0.0133075828056182,0.00936262762928022
"ago-11",1.22556426219348,1.2133932981716,-0.0121709640218821,0.00704095057252186
"sep-11",1.20668190178997,1.21562271011841,0.00894080832844169,0.00531949375358074
"oct-11",1.19571346516152,1.174153244082,-0.0215602210795152,0.00397516258253595
"nov-11",1.23886277438146,1.1984945560275,-0.0403682183539511,0.00172380546743919
"dic-11",1.29519705164944,1.45848141856931,0.163284366919869,-0.001791985438609
"ene-12",1.26730477530506,1.31408894516421,0.0467841698591485,-0.00470345836887676
"feb-12",1.22340192948889,1.22759104488021,0.00418911539132227,-0.00670732093727144
"mar-12",1.19644394581838,1.17957432020047,-0.0168696256179099,-0.00824230599179693
"abr-12",1.15108367123209,1.09231538746624,-0.0587682837658525,-0.00891787320584366
"may-12",1.14979284361716,1.08287514826837,-0.066917695348788,-0.00977003464902464
"jun-12",1.13144979049541,1.1382139209793,0.00676413048389568,-0.0104236991027096
"jul-12",1.10638420592415,1.09307662313654,-0.013307582787607,-0.0107383499178145
"ago-12",1.1101752346625,1.0980042706383,-0.0121709640242014,-0.011389409423939
"sep-12",1.09706059869598,1.10600140700302,0.0089408083070408,-0.0120005235740619
"oct-12",1.0877610304909,1.0662008094409,-0.0215602210500005,-0.0126741748003863
"nov-12",1.05003087179316,1.00966265342337,-0.0403682183697847,-0.0127676876089169
"dic-12",1.01661286439251,1.17989723131625,0.163284366923746,-0.0123830693689923
"ene-13",0.978882854630569,1.02566702448628,0.0467841698557139,-0.011411575995538
"feb-13",0.950605990160901,0.954795105566838,0.00418911540593681,-0.0100495890054249
"mar-13",0.911457255230866,0.894587629598437,-0.0168696256324287,-0.00801384948797081
"abr-13",0.921712946978379,0.862944663199974,-0.0587682837784055,-0.00640111721659394
"may-13",0.964520050650051,0.897602355328889,-0.0669176953211621,-0.00592773670747566
"jun-13",0.986014252897773,0.992778383352099,0.00676413045432556,-0.00608927519988139
"jul-13",1.0079928567535,0.994685273997611,-0.0133075827558905,-0.00690068858895293
"ago-13",0.992429762159286,0.980258798121533,-0.0121709640377525,-0.00751153533754571
"sep-13",0.981135324094479,0.990076132389101,0.00894080829462163,-0.00803479393905747
"oct-13",0.983283049411354,0.961722828379935,-0.0215602210314184,-0.00879381540801409
"nov-13",0.967462401253389,0.927094182874782,-0.0403682183786074,-0.00939013978830881
"dic-13",0.965985669227922,1.12927003615176,0.163284366923837,-0.01016968873794
"ene-14",0.950902349037974,0.997686518896012,0.0467841698580379,-0.0108354690011021
"feb-14",0.927002629043567,0.931191744450472,0.00418911540690525,-0.0111987636811011
"mar-14",0.901025518230929,0.8841558925969,-0.0168696256340294,-0.0112198851318378
"abr-14",0.88545019955213,0.826681915767338,-0.0587682837847919,-0.0111401622358871
"may-14",0.883092864696623,0.816175169390317,-0.0669176953063054,-0.0112637941792867
"jun-14",0.858875877126798,0.865640007561715,0.00676413043491675,-0.0110875119325372
"jul-14",0.865668564048523,0.852360981310929,-0.0133075827375938,-0.0113252222200919
"ago-14",0.84139037952012,0.829219415474343,-0.0121709640457778,-0.0112630236679031
"sep-14",0.832365060771256,0.841305869060299,0.00894080828904276,-0.0112526362358259
"oct-14",0.837329803315348,0.815769582291753,-0.0215602210235952,-0.0116177409219066
"nov-14",0.821861932209812,0.781493713832562,-0.0403682183772501,-0.0118937008973991
"dic-14",0.798049612427376,0.961333979345792,0.163284366918416,-0.0118937008973991
